u,DY_B30uT,DY_B40uT,DY_B50uT,DY_B60uT,DY_B70uT
0.8291457286432161,0.0005072661277084611,0.0008867049213644451,0.0013566320288072031,0.0019057833241156175,0.0025223486595248312
0.8417085427135679,0.0005130718071097995,0.0008967447602190592,0.0013717817618600359,0.0019267084443118643,0.002549493596520791
0.8542713567839196,0.0005189174743628344,0.0009068532439066024,0.0013870341732711289,0.0019477740094051565,0.0025768188567513173
0.8668341708542714,0.0005247993843932042,0.0009170237534914527,0.0014023790041211015,0.0019689654013553826,0.002604304804261215
0.8793969849246231,0.0005307137121354222,0.0009272495265060243,0.001417805769299063,0.0019902676741455627,0.0026319313551363965
0.8919597989949749,0.0005366565570638082,0.0009375236646989027,0.0014333037689183703,0.0020116655694034646,0.0026596779974706886
0.9045226130653267,0.0005426239479709993,0.0009478391422572674,0.0014488621007093805,0.002033143533319959,0.0026875238132001433
0.9170854271356784,0.0005486118481715652,0.0009581888147330853,0.0014644696733903118,0.0020546857350187686,0.0027154475017368007
0.9296482412060302,0.0005546161610502365,0.0009685654285634948,0.0014801152209239499,0.002076276086148021,0.0027434274054183305
0.9422110552763819,0.0005606327358482766,0.0009789616310915683,0.0014957873176234537,0.00209789826176332,0.0027714415365924783
0.9547738693467337,0.0005666573738385416,0.0009893699812014711,0.0015114743941927467,0.0021195357224637057,0.002799467606419026
0.9673366834170855,0.0005726858347349095,0.0009997829603994868,0.0015271647544394806,0.002141171737572667,0.002827483055159341
0.9798994974874372,0.0005787138433730465,0.0010101929843694402,0.001542846592790692,0.002162789409431376,0.0028554650839395235
0.992462311557789,0.0005847370966185483,0.0010205924149674361,0.0015585080124271844,0.0021843716986614803,0.002883390687867915
1.0050251256281408,0.0005907512704743656,0.0010309735725512192,0.00157413704403353,0.002205901450259673,0.0029112366903423226
1.0175879396984926,0.0005967520274060556,0.0010413287486711331,0.001589721665062882,0.0022273614205096104,0.002938979778460693
1.0301507537688444,0.0006027350237504114,0.0010516502189948929,0.0016052498194261133,0.002248734304521327,0.0029665965394145566
1.042713567839196,0.0006086959172821871,0.0010619302564683908,0.001620709437558876,0.0022700027643367537,0.0029940634976217684
1.0552763819095479,0.0006146303748443271,0.0010721611446081747,0.0016360884566750666,0.002291149457436137,0.003021357152523718
1.0678391959798996,0.0006205340800181647,0.0010823351908976209,0.0016513748413257145,0.0023121570655715296,0.0030484540168776997
1.0804020100502514,0.0006264027408049433,0.0010924447401912118,0.0016665566038938096,0.0023330083236734467,0.0030753306553175097
1.0929648241206031,0.000632232097251717,0.0011024821881080449,0.001681621825117774,0.002353686048895298,0.003101963723022849
1.105527638190955,0.0006380179290478294,0.0011124399942742391,0.001696558674474713,0.0023741731694288948,0.003128330004378954
1.1180904522613067,0.000643756062975398,0.0011223106954144635,0.0017113554303571643,0.002394452753128329,0.003154406451302938
1.1306532663316584,0.0006494423802053673,0.0011320869182154247,0.0017260004998639333,0.002414508035653684,0.0031801702212189698
1.1432160804020102,0.0006550728234318015,0.0011417613918054403,0.00174048243816749,0.0024343224481172543,0.003205598714336344
1.155778894472362,0.000660643403751715,0.0011513269599613407,0.0017547899673451273,0.002453879644039869,0.0032306696101369603
1.1683417085427137,0.0006661502072982106,0.0011607765927295066,0.0017689119945661913,0.00247316352538407,0.0032553609028652675
1.1809045226130654,0.0006715894015464352,0.0011701033976878605,0.0017828376294972692,0.0024921582676963316,0.003279650935818057
1.1934673366834172,0.0006769572412916869,0.0011793006304989806,0.001796556200912347,0.0025108483441098617,0.0033035184343109814
1.206030150753769,0.0006822500742639237,0.0011883617049011086,0.001810057272339849,0.002529218548080303,0.0033269425370572314
1.2185929648241207,0.0006874643462926322,0.0011972802019700746,0.0018233306567085883,0.0025472540148077094,0.003349902825912743
1.2311557788944725,0.0006925966060994382,0.001206049878677451,0.0018363664298557403,0.0025649402411327404,0.003372379353739352
1.2437185929648242,0.0006976435095517042,0.0012146646755927248,0.001849154942903608,0.0025822631038713295,0.003394352670326062
1.256281407035176,0.0007026018234763676,0.00122311872378833,0.0018616868333550807,0.002599208876494563,0.003415803846139931
