theta_deg,B0.5mT_on,B1.0mT_on,B1.5mT_on,B1.8mT_on,B2.0mT_on,B2.5mT_on,B3.0mT_on,B0.5mT_off,B1.0mT_off,B1.5mT_off,B1.8mT_off,B2.0mT_off,B2.5mT_off,B3.0mT_off
104.0,0.9699758105052828,0.9716870591851846,0.9769835183645107,0.9803405442171993,0.9826684985715782,0.9869594486789607,0.9897892488502126,0.9999999999998682,0.9999999999985663,0.999999999999893,0.9999999999999495,0.999999999999966,0.9999999999999799,0.9999999999999863
105.00000000000001,0.9700889504117673,0.971580925856762,0.9767717370888654,0.9801067290635198,0.9824218098943742,0.9866875250395579,0.9894969910484761,0.9999999999998687,0.9999999999985812,0.9999999999998963,0.999999999999948,0.9999999999999645,0.9999999999999811,0.9999999999999876
106.0,0.9702053620168049,0.9714623720081802,0.9765511276597144,0.979865900298068,0.9821690377952036,0.986410583103124,0.989199972099369,0.9999999999998711,0.999999999998592,0.9999999999998944,0.9999999999999454,0.9999999999999647,0.9999999999999815,0.999999999999984
107.0,0.970324032291416,0.9713314068449624,0.9763231432103884,0.9796197833288528,0.9819120305699615,0.9861306256487603,0.9889002684816195,0.9999999999998694,0.999999999998608,0.9999999999999009,0.9999999999999515,0.9999999999999635,0.9999999999999787,0.9999999999999868
108.0,0.9704438664342082,0.9711882639080911,0.9760893148587042,0.9793701178833801,0.9816526146847657,0.9858495756822778,0.9885998423681059,0.999999999999869,0.9999999999986221,0.9999999999998991,0.9999999999999478,0.9999999999999633,0.9999999999999775,0.999999999999984
109.0,0.9705636934088427,0.9710334013560717,0.9758512244573733,0.9791186311472395,0.981392569518067,0.985569255393456,0.9883005240215131,0.9999999999998704,0.9999999999986345,0.9999999999998997,0.9999999999999475,0.9999999999999627,0.9999999999999758,0.9999999999999827
110.0,0.9706822745555522,0.9708674941581775,0.9756104764806578,0.9788670126772246,0.9811336046603689,0.9852913691848267,0.9880039986412037,0.9999999999998743,0.999999999998653,0.9999999999998975,0.9999999999999448,0.999999999999963,0.9999999999999749,0.9999999999999797
111.0,0.970798315603608,0.9706914188255503,0.9753686704225576,0.9786168914898951,0.9808773408218567,0.9850174905711425,0.987711797686155,0.9999999999998735,0.9999999999986707,0.9999999999998997,0.9999999999999508,0.9999999999999638,0.9999999999999786,0.9999999999999835
112.0,0.9709104824713166,0.9705062315622152,0.9751273753698239,0.9783698164192063,0.9806252941472281,0.9847490535545572,0.9874252945623495,0.9999999999998785,0.9999999999986845,0.9999999999998996,0.9999999999999478,0.9999999999999586,0.9999999999999736,0.9999999999999841
113.0,0.9710174209223396,0.9703131412744769,0.9748881070353789,0.9781272404242553,0.980378864325194,0.9844873476406167,0.9871457036852259,0.999999999999873,0.999999999998703,0.9999999999999012,0.9999999999999466,0.9999999999999614,0.9999999999999768,0.9999999999999825
114.00000000000001,0.9711177800440798,0.9701134790970949,0.9746523080069682,0.9778905082041454,0.9801393269096615,0.9842335162772019,0.9868740830348764,0.9999999999998758,0.9999999999987242,0.9999999999998995,0.9999999999999489,0.9999999999999595,0.9999999999999739,0.9999999999999795
115.0,0.9712102393523763,0.9699086657353853,0.9744213322871247,0.9776608478734675,0.9799078287508,0.983988558703909,0.9866113392827606,0.9999999999998762,0.9999999999987423,0.9999999999999006,0.999999999999948,0.9999999999999623,0.9999999999999734,0.9999999999999789
